empty;ID_INNPACT;IM;POOL;NOVAL;STATUS;MFI_NAME_ACTUAL;GROUP_NAME;ID_MFI;ORIGINAL_NOMINAL_AMOUNT_USD;APPROVED_NOMINAL_AMOUNT_USD;RATIFIED_NOMINAL_AMOUNT_USD;NOMINAL_AMOUNT_USD;ORIGINAL_NOMINAL_LOCAL_CCY;APPROVED_NOMINAL_LOCAL_CCY;RATIFIED_NOMINAL_LOCAL_CCY;NOMINAL_LOCAL_CCY;LOCAL_CCY;ORIGINAL_TENOR;APPROVED_TENOR;RATIFIED_TENOR;TENOR;PROPOSED_SPREAD;PROPOSED_UPFRONT;PROPOSED_FIXED_RATE;RATIFIED_SPREAD;RATIFIED_UPFRONT;RATIFIED_FIXED_RATE;APPROVED_SPREAD;APPROVED_UPFRONT;APPROVED_FIXED_RATE;EXECUTED_SPREAD;EXECUTED_UPFRONT;EXECUTED_FIXED_RATE;BOND;ASSIGNMENT_DATE;DEADLINE_ASSIGNMENT_DATE;RATIFICATION_DATE;DEADLINE_RATIFICATION_DATE;APPROVAL_DATE;DEADLINE_APPROVAL_DATE;DISBURSEMENT_DATE;EXPECTED_DISBURSEMENT_DATE;MATURITY_DATE;REPAYMENT_TYPE;INTEREST_RATE_TYPE;INTEREST_FRENQUENCY;REFERENCE_RATE;PROBABILITIES;TYPE_OF_LOAN;TRANCHE;Parent Loan Noval;NOMINAL_ACP;TYPE_HEDGE_STUCTURE;SPECIFIC_APPROVAL_CONDITION;FX_RATE_AT_DISBURSEMENT;TOTAL_SYNDICATION_AMOUNT;IS_IT_A_BANK;ARCHIVES_STATUS;CRITICAL_CASES;CREATION_DATE;CREATED_BY;MODIFICATION_DATE;MODIFIED_BY;InstitutionType;OtherInstitutionType;Restructured;Provisioned;Watch listed;;;;;;;;;;;;;;;;;;;;
;4183906;IN;Global;190614;Invested;Bayport Colombia S.A.S.;Bayport Financial services;4844;10000000.0000000000000;10000000.0000000000000;10000000.0000000000000;10438281.1479761000000;32909263708.0000000000000;39790000000.0000000000000;32909263708.0000000000000;39790000000.0000000000000;COP;36;36;36;36;7.40;1.00;12.50;7.40;1.00;12.50;7.40;1.00;12.50;8.33;1.00;12.50;direct;01-07-19;01-10-19;01-07-19;01-10-19;25-07-19;25-10-19;22-04-20;22-04-20;24-04-23;AMORTIZATION;Fixed;6;6mLibor;50.00;New;;;0;USD-COP Cross Currency Swap;"Additional clarification should be provided on the Trust Collection structure. Considering it is a different security, the IA should provide an explanation how the compartment will be assigned to MEF.

IN 20191209 Expected Disb Date Update";3979.00000000000000000000000;;FALSE;FALSE;FALSE;07-06-19;nawel.octave;31-03-21;Marina.Batzeri;Payroll Lending;;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
;4183907;IN;Global;190615;Invested;SEF South Africa;-;5367;2000000.0000000000000;2000000.0000000000000;2000000.0000000000000;2319707.8524038400000;29855271.3300000000000;29855271.3300000000000;29855271.3300000000000;34900000.0000000000000;ZAR;36;36;36;36;4.90;1.00;13.00;5.75;1.00;12.35;5.25;1.00;13.00;7.47;1.00;12.35;direct;04-09-19;04-03-20;26-09-19;26-12-19;22-01-20;22-04-20;29-05-20;29-05-20;30-05-23;Bullet;Fixed;6;6mLibor;80.00;New;;;0;USD-ZAR Cross Currency Swap;"NGO

AR extension 20191213
Expected disb. Date: May 2020";17.45000000000000000000000;;FALSE;FALSE;FALSE;04-09-19;nawel.octave;03-09-20;marco.putotto;NGO;;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
;4183908;IN;Global;197354;Invested;Amret Co Limited;Advans;4778;10250000.0000000000000;10250000.0000000000000;10250000.0000000000000;10250000.0000000000000;6750000.0000000000000;6750000.0000000000000;6750000.0000000000000;10250000.0000000000000;USD;36;36;36;36;4.80;1.00;5.05;4.80;1.00;5.05;4.80;1.00;5.05;4.80;1.00;5.05;direct;13-12-19;13-03-20;13-12-19;13-03-20;18-03-20;18-06-20;24-04-20;24-04-20;24-04-23;AMORTIZATION;Floating;6;6mLibor;50.00;Renewal/ Add.Exp.;1;197354;0;NO HEDGE - USD Libor;;1.00000000000000000000000;;FALSE;FALSE;FALSE;02-12-19;charlotte.juhel;26-04-21;marco.putotto;MFI;;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
;4183909;rA;Global;190657;Invested;Pahal;-;5118;2645852.6300000000000;2645852.6300000000000;2645852.6300000000000;2694419.5472593800000;202430000.0000000000000;200000000.0000000000000;200000000.0000000000000;200000000.0000000000000;INR;24;24;24;24;6.00;0.00;13.70;7.83;0.00;12.90;7.83;0.00;12.90;7.83;0.00;12.90;direct;06-05-20;06-08-20;21-01-20;21-04-20;21-03-20;21-06-20;29-06-20;29-06-20;02-06-22;Bullet;Fixed;6;6mLibor;50.00;Renewal;;;0;USD-INR Cross Currency Swap;no upfront fee;75.58999988597250000000000;;FALSE;FALSE;FALSE;06-05-20;charlotte.juhel;02-07-20;charlotte.juhel;MFI;;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
;4183911;IN;Global;190664;Invested;Vision Banco S.A.E.C.A.;-;5197;2200000.0000000000000;2200000.0000000000000;2200000.0000000000000;2200000.0000000000000;1325000.0000000000000;1325000.0000000000000;1325000.0000000000000;2200000.0000000000000;USD;36;36;36;36;4.80;1.00;6.75;4.80;1.00;6.75;4.80;1.00;6.75;4.80;1.00;6.75;direct;20-02-20;20-05-20;20-02-20;20-05-20;24-04-20;24-07-20;24-06-20;24-06-20;24-06-24;AMORTIZATION;Fixed;6;6mLibor;50.00;Renewal;1;190664;0;NO HEDGE - USD FIXED;;1.00000000000000000000000;;FALSE;FALSE;FALSE;11-02-20;nawel.octave;08-07-20;marco.putotto;Bank;;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
;4183912;rA;Global;190665;Invested;Satya Microcapital;-;5557;2645502.6500000000000;2645502.6500000000000;2645502.6500000000000;2694419.5472593800000;202430000.0000000000000;200000000.0000000000000;200000000.0000000000000;200000000.0000000000000;INR;24;24;24;24;6.10;0.00;13.80;7.93;0.00;13.00;7.93;0.00;13.00;7.93;0.00;13.00;direct;06-05-20;06-08-20;03-01-20;03-04-20;03-03-20;03-06-20;11-06-20;11-06-20;02-06-22;AMORTIZATION;Fixed;6;6mLibor;50.00;Renewal;;;0;USD-INR Cross Currency Swap;no upfront fee;75.59999987148000000000000;;FALSE;FALSE;FALSE;06-05-20;charlotte.juhel;11-11-21;Kevin.Allamagbo;MFI;;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
;4183914;SY;Global;191048;Invested;Early dawn;-;5326;3000000.0000000000000;3000000.0000000000000;3000000.0000000000000;2126980.8917197500000;4612650000.0000000000000;4612650000.0000000000000;4612650000.0000000000000;4174200000.0000000000000;MMK;36;36;36;36;4.50;0.00;16.00;4.50;0.00;16.00;4.50;0.00;16.00;5.00;0.00;16.00;direct;23-05-19;23-08-19;23-05-19;23-08-19;18-06-19;18-09-19;26-06-20;26-06-20;26-06-23;Bullet;Fixed;6;6mLibor;50.00;New;;;0;USD-MMK Cross Currency Swap;"Delayed until further notice - LIFT TCX Facility
Expected disb date: Q2/Q3 (15/04/2020)";1391.40000000000000000000000;;FALSE;FALSE;FALSE;13-05-19;nawel.octave;02-07-20;charlotte.juhel;MFI;;FALSE;TRUE;FALSE;;;;;;;;;;;;;;;;;;;;
;4183915;BO;Global;191142;Invested;Chaitanya India Fin Credit Pvt Ltd;-;4871;3300000.0000000000000;3300000.0000000000000;3300000.0000000000000;3341767.3155861800000;340000000.0000000000000;340000000.0000000000000;340000000.0000000000000;248051000.0000000000000;INR;24;24;24;24;5.25;0.00;12.62;5.25;0.00;12.40;5.25;0.00;12.62;5.25;0.00;12.40;direct;21-01-20;21-04-20;19-05-20;19-08-20;19-05-20;19-08-20;29-06-20;29-06-20;29-06-22;Bullet;Fixed;6;6mLibor;50.00;Renewal;;;0;USD-INR Cross Currency Swap;"Subject to written confirmation by the BO’s lawyers that the 2 year renewal of the loan will remain Grandfathered under the FPI route

Chaitanya : to be checked if rollovered, no communication from Ias - Confirmed from BO";75.16696969696970000000000;;FALSE;FALSE;FALSE;21-01-20;charlotte.juhel;26-04-21;marco.putotto;MFI;;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
;4183916;IN;Global;191500;Invested;Bina Artha Ventura;CreditAccess Asia;5391;4000000.0000000000000;4000000.0000000000000;4000000.0000000000000;3981973.7089844900000;56563910835.0000000000000;56563910835.0000000000000;56563910835.0000000000000;56992000000.0000000000000;IDR;36;36;36;36;4.60;1.00;11.80;4.60;1.00;12.50;5.00;1.00;11.80;5.31;1.00;12.50;direct;18-10-19;20-02-20;22-01-20;22-04-20;20-02-20;20-05-20;30-06-20;29-06-20;30-06-23;AMORTIZATION;Fixed;6;6mLibor;80.00;New;;;0;USD-IDR Cross Currency Swap;"Ratified subject to changing the repayment structure to amortizing

Expected disb. date: Jan-20

Approved either: 36 months/amortizing OR 24 months/bullet";14248.00000000000000000000000;;FALSE;FALSE;FALSE;30-01-20;charlotte.juhel;20-07-20;charlotte.juhel;MFI;;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
;4183917;IN;Global;191501;Invested;LOLC Cambodia;LOLC Group;5055;2500000.0000000000000;2500000.0000000000000;2500000.0000000000000;2296068.0206438200000;3000000.0000000000000;77300000.0000000000000;3000000.0000000000000;77300000.0000000000000;THB;36;36;36;36;5.00;1.00;6.50;5.00;1.00;6.60;5.00;1.00;6.50;5.75;1.00;6.60;direct;18-03-20;18-06-20;18-03-20;18-06-20;24-04-20;24-07-20;30-06-20;15-06-20;30-06-23;Bullet;Fixed;6;6mLibor;50.00;Renewal;;;0;USD-THB Cross Currency Swap;"Expected disb date: June 2020 (tranche 1) & Dec 2020 (tranche 2)
Approved subject to not exceeded USD 15M (total exposure)";30.92000000000000000000000;;FALSE;FALSE;FALSE;09-03-20;charlotte.juhel;15-07-20;charlotte.juhel;MFI;;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
;4183918;SY;Global;192137;Invested;JSC Fondi BESA Albania;-;5026;1133000.0000000000000;1133000.0000000000000;1133000.0000000000000;1158950.0000000000000;1000000.0000000000000;1000000.0000000000000;1000000.0000000000000;1000000.0000000000000;EUR;36;36;36;36;4.50;1.00;4.10;4.50;1.00;4.10;4.50;1.00;4.10;4.58;1.00;4.10;direct;15-06-20;15-09-20;15-06-20;15-09-20;15-06-20;15-09-20;10-07-20;10-07-20;10-07-23;AMORTIZATION;Fixed;6;6mLibor;50.00;Add.Exp.;;;0;EUR-USD Cross Currency Swap;"Top-up (no prior AR)
Approved subject to 450bps vs 440bps";0.88261253309797000000000;;FALSE;FALSE;FALSE;03-06-20;charlotte.juhel;18-11-20;charlotte.juhel;Cooperative;;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
;4183919;IN;Global;192149;Invested;Credo;-;5052;5000000.0000000000000;5000000.0000000000000;5000000.0000000000000;5000000.0000000000000;5000000.0000000000000;5000000.0000000000000;5000000.0000000000000;5000000.0000000000000;USD;24;24;24;24;4.50;1.00;4.50;4.50;1.00;4.76;4.50;1.00;4.50;4.50;1.00;4.76;direct;24-04-20;24-07-20;24-04-20;24-07-20;24-04-20;24-07-20;12-06-20;12-06-20;20-05-22;AMORTIZATION;Floating;6;6mLibor;50.00;New;2;190521;0;NO HEDGE - USD Libor;"Expected disb date: April 2020 (tranche 1) & May 2020 (tranche 2)
LCY: GEL or USD
Approved subject to a LCY facility";1.00000000000000000000000;;FALSE;FALSE;FALSE;14-04-20;charlotte.juhel;26-04-21;marco.putotto;MFI;;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
;4183920;SY;Global;192826;Invested;AFK;-;4769;2343000.0000000000000;2343000.0000000000000;2343000.0000000000000;2317900.0000000000000;2000000.0000000000000;2000000.0000000000000;2200000.0000000000000;2000000.0000000000000;EUR;36;36;36;36;4.90;1.00;4.55;5.00;1.00;4.45;4.90;1.00;4.55;5.01;1.00;4.45;direct;24-04-20;24-07-20;24-04-20;24-07-20;16-07-20;16-10-20;31-07-20;31-07-20;31-07-23;AMORTIZATION;Fixed;6;6mLibor;50.00;New;;;0;EUR-USD Cross Currency Swap;;0.85360648740930400000000;;FALSE;FALSE;FALSE;10-04-20;charlotte.juhel;06-10-20;charlotte.juhel;MFI;;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
;4183921;SY;Global;194461;Invested;TBC Leasing;TBC Bank;5175;10000000.0000000000000;10000000.0000000000000;10000000.0000000000000;10000000.0000000000000;5000000.0000000000000;10000000.0000000000000;5000000.0000000000000;10000000.0000000000000;USD;36;36;36;36;4.70;1.00;5.50;4.70;1.00;5.10;4.70;1.00;5.50;4.70;1.00;5.10;direct;19-05-20;19-08-20;19-05-20;19-08-20;19-05-20;19-08-20;14-08-20;14-08-20;14-08-23;Bullet;Fixed;6;6mLibor;50.00;New;;;0;NO HEDGE - USD FIXED;"AR + IP

Expected disb date: June 2020
IP: IC approved USD 5M. Can go up to USD 10M";1.00000000000000000000000;;FALSE;FALSE;FALSE;07-05-20;charlotte.juhel;06-10-20;charlotte.juhel;Leasing;;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
;4183922;BO;Global;194574;Invested;PACT Global Microfinance Fund;-;5325;3000000.0000000000000;3000000.0000000000000;3000000.0000000000000;2093656.0509554100000;4135350000.0000000000000;4234062000.0000000000000;4135350000.0000000000000;4108800000.0000000000000;MMK;36;36;36;36;5.00;0.00;16.00;4.95;0.00;16.00;5.00;0.00;16.00;5.00;0.00;16.00;direct;15-05-20;15-08-20;15-05-20;15-08-20;15-06-20;15-09-20;13-08-20;31-08-20;14-08-23;Bullet;Fixed;6;6mLibor;50.00;Add.Exp.;;;0;USD-MMK Cross Currency Swap;"Expected disb date: June-20
no upfront fee
(Online ratification)";1369.60000000000000000000000;;FALSE;FALSE;FALSE;18-05-20;charlotte.juhel;14-08-20;charlotte.juhel;NGO;;FALSE;TRUE;FALSE;;;;;;;;;;;;;;;;;;;;
;4183923;SY;Global;195006;Invested;Georgian Leasing;-;5333;5000000.0000000000000;5000000.0000000000000;5000000.0000000000000;5000000.0000000000000;5000000.0000000000000;5000000.0000000000000;5000000.0000000000000;5000000.0000000000000;USD;36;36;36;36;4.95;1.00;6.75;4.95;1.00;6.75;4.95;1.00;6.75;4.95;1.00;6.75;direct;23-05-19;23-11-19;16-09-19;16-12-19;15-11-19;15-02-20;31-08-20;31-08-20;31-08-23;AMORTIZATION;Fixed;6;6mLibor;90.00;New;;;0;NO HEDGE - USD FIXED;Excecuted SPREAD not provided in TT;1.00000000000000000000000;;FALSE;FALSE;FALSE;14-05-19;nawel.octave;01-09-20;charlotte.juhel;Leasing;;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
;4183925;rA;Global;195012;Invested;Alliance for Microfinance;-;5348;2000000.0000000000000;2000000.0000000000000;2000000.0000000000000;2000000.0000000000000;2000000.0000000000000;3000000.0000000000000;2000000.0000000000000;2000000.0000000000000;USD;24;24;24;24;5.50;1.00;7.50;4.75;1.00;7.50;7.08;1.00;7.50;7.10;1.00;7.50;direct;25-07-19;25-01-20;25-07-19;25-10-19;15-11-19;15-02-20;20-08-20;20-08-20;22-08-22;AMORTIZATION;Fixed;6;6mLibor;50.00;New;;;0;NO HEDGE - USD FIXED;TT missing;1.00000000000000000000000;;FALSE;FALSE;FALSE;01-07-19;nawel.octave;25-02-21;charlotte.juhel;MFI;;TRUE;TRUE;FALSE;;;;;;;;;;;;;;;;;;;;
;4183926;SY;Global;195973;Invested;Proximity Finance;-;5330;3000000.0000000000000;3000000.0000000000000;3000000.0000000000000;2035770.7006369400000;4469220000.0000000000000;4469220000.0000000000000;4469220000.0000000000000;3995200000.0000000000000;MMK;36;36;36;36;4.50;0.00;16.00;4.50;0.00;16.00;4.50;0.00;16.00;5.00;0.00;16.00;direct;23-05-19;23-08-19;01-07-19;01-10-19;30-08-19;30-11-19;23-09-20;23-09-20;23-09-23;Bullet;Fixed;6;6mLibor;50.00;New;;;0;USD-MMK Cross Currency Swap;"Approved SUBJECT To producing an updated report

Delayed until further notice - LIFT TCX Facility
Expected disb date: Q2/Q3 (15/04/2020)";1331.73333333333000000000000;;FALSE;FALSE;FALSE;13-05-19;nawel.octave;02-11-20;Marina.Batzeri;NGO;;TRUE;TRUE;FALSE;;;;;;;;;;;;;;;;;;;;
;4183928;SY;Global;196166;Invested;Contactar;-;4889;7500000.0000000000000;7500000.0000000000000;7500000.0000000000000;7620155.1054495400000;55972500000.0000000000000;27804800000.0000000000000;27804800000.0000000000000;29047500000.0000000000000;COP;36;36;36;36;4.40;1.00;8.00;4.90;1.00;8.00;4.90;1.00;8.50;4.40;1.00;8.00;direct;15-06-20;15-09-20;15-06-20;15-09-20;16-07-20;16-10-20;25-09-20;25-09-20;25-09-23;Bullet;Fixed;6;6mLibor;50.00;New;;;0;USD-COP Cross Currency Swap;"Ratified subject to amortization
SPREAD & REPAYMENT TYPE pending SY feeback (2 options)";3873.00000000000000000000000;;FALSE;FALSE;FALSE;03-06-20;charlotte.juhel;12-10-20;charlotte.juhel;Other;Unregulated entity;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
;4183930;BO;Global;196232;Invested;Aye Finance ;-;4793;3500000.0000000000000;3500000.0000000000000;3500000.0000000000000;3502745.4114371900000;260000000.0000000000000;260000000.0000000000000;260000000.0000000000000;260000000.0000000000000;INR;24;24;24;24;6.75;0.00;12.80;5.75;0.00;12.80;6.75;0.00;12.80;7.67;0.00;12.80;direct;19-05-20;19-08-20;19-05-20;19-08-20;15-06-20;15-09-20;31-07-20;31-07-20;31-07-22;Bullet;Fixed;6;6mLibor;50.00;Renewal;;;0;USD-INR Cross Currency Swap;"Expected disb date: July 2020
No upfront fee
Ratified subject to grandfathered structure";74.28571428571430000000000;;FALSE;FALSE;FALSE;07-05-20;charlotte.juhel;02-11-20;Marina.Batzeri;MFI;;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
;4183932;SY;KFW Covid19 (C13);196628;Invested;Vision Fund Myanmar;Vision Fund;5202;2040000.0000000000000;2040000.0000000000000;2040000.0000000000000;1360485.0955414000000;4612650000.0000000000000;4469220000.0000000000000;4469220000.0000000000000;2669952000.0000000000000;MMK;36;36;36;36;4.50;0.00;16.00;4.50;0.00;16.00;4.50;0.00;16.00;5.00;0.00;16.00;direct;23-05-19;23-08-19;30-08-19;30-11-19;30-08-19;30-11-19;02-10-20;02-10-20;02-10-23;Bullet;Fixed;6;6mLibor;50.00;New;;;0;USD-MMK Cross Currency Swap;"Delayed until further notice - LIFT TCX Facility
Expected disb date: Q2/Q3 (15/04/2020)";1308.80000000000000000000000;;FALSE;FALSE;FALSE;13-05-19;nawel.octave;12-10-20;charlotte.juhel;MFI;;FALSE;TRUE;FALSE;;;;;;;;;;;;;;;;;;;;
;4183933;BO;Global;196631;Invested;Indian School Finance Company Pvt. Ltd.;-;5011;4379511.0000000000000;4379511.0000000000000;4379511.0000000000000;4311071.2756150100000;320000000.0000000000000;320000000.0000000000000;320000000.0000000000000;320000000.0000000000000;INR;5;5;5;5;5.00;0.00;12.20;5.90;0.00;12.20;5.00;0.00;12.20;5.90;0.00;12.20;Direct;23-02-20;23-05-20;02-03-20;02-06-20;01-05-20;01-08-20;09-08-20;09-08-20;09-04-23;AMORTIZATION;Fixed;6;6mLibor;90.00;New;;;;Sells INR/Buys USD Forward;Approved subject to receive additional information on the shareholders structure: i. Planned equity raise. Where is the money coming from?, ii. Current Shareholders: What are their motives? What is their mission? What are the terms of the convertible shar;73.06751826859210000000000;;FALSE;FALSE;FALSE;08-10-18;guillaume.marois;19-10-21;Marina.Batzeri;NBFI;;TRUE;TRUE;FALSE;;;;;;;;;;;;;;;;;;;;
;4183934;SY;Targeted (KFW BOL, KEN, KGZ);197190;Invested;IDEPRO;-;5008;1000000.0000000000000;1000000.0000000000000;1000000.0000000000000;1000000.0000000000000;3000000.0000000000000;1000000.0000000000000;3000000.0000000000000;1000000.0000000000000;USD;24;24;24;24;6.10;1.00;6.65;5.45;1.00;7.00;6.10;1.00;6.65;6.10;1.00;7.00;direct;18-03-20;18-07-20;16-07-20;16-10-20;29-09-20;29-12-20;15-10-20;15-10-20;15-10-22;AMORTIZATION;Fixed;6;6mLibor;50.00;New;;;0;NO HEDGE - USD FIXED;"Executed spread ?? SY contacted 
(a spread had to be logged in)";1.00000000000000000000000;;FALSE;FALSE;FALSE;06-03-20;charlotte.juhel;15-10-20;charlotte.juhel;Other;;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
;4183937;IN;Targeted (KFW BOL, KEN, KGZ);197204;Invested;Banco FIE;-;4811;15000000.0000000000000;15000000.0000000000000;15000000.0000000000000;15000000.0000000000000;15000000.0000000000000;15000000.0000000000000;15000000.0000000000000;15000000.0000000000000;USD;36;36;36;36;4.50;0.25;4.83;4.50;1.00;4.83;4.50;0.25;4.83;4.50;0.25;4.83;direct;15-06-20;15-09-20;15-06-20;15-09-20;16-07-20;16-10-20;18-08-20;17-08-20;18-08-23;AMORTIZATION;Fixed;6;6mLibor;50.00;New;;;0;NO HEDGE - USD FIXED;"Expected disb date: August 2020
Proposed fixed rate: 2 options in the IP - hinges upon IC decision";1.00000000000000000000000;;FALSE;FALSE;FALSE;03-06-20;charlotte.juhel;04-03-21;Marina.Batzeri;Bank;;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
;4183938;IN;Global;197205;Invested;Micro Business Capital;-;5345;500000.0000000000000;500000.0000000000000;500000.0000000000000;500000.0000000000000;500000.0000000000000;500000.0000000000000;500000.0000000000000;500000.0000000000000;USD;18;18;18;18;6.90;0.75;7.50;6.00;1.00;7.50;7.00;1.00;7.50;6.90;0.75;7.50;direct;15-06-20;15-09-20;15-06-20;15-09-20;19-08-20;19-11-20;16-09-20;19-09-20;16-03-22;AMORTIZATION;Fixed;6;6mLibor;50.00;Renewal;1;197205;0;NO HEDGE - USD FIXED;"Expected disb date: Sep-2020
Proposed spread: 570bps; Ratfied 600bps on a best effort basis";1.00000000000000000000000;;FALSE;FALSE;FALSE;03-06-20;charlotte.juhel;29-09-20;charlotte.juhel;MFI;;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
;4183939;IN;Global;197206;Invested;AMC de R.L. de C.V.;-;4776;1500000.0000000000000;1500000.0000000000000;1500000.0000000000000;1500000.0000000000000;1500000.0000000000000;1500000.0000000000000;1500000.0000000000000;1500000.0000000000000;USD;36;36;36;36;5.50;1.00;7.31;5.50;1.00;5.95;5.50;1.00;7.31;5.50;1.00;5.95;direct;22-01-20;22-04-20;22-01-20;22-04-20;20-02-20;20-05-20;08-09-20;15-09-20;08-09-22;AMORTIZATION;Floating;6;6mLibor;50.00;Renewal;;;0;NO HEDGE - USD Libor;Executed spread: N/A;1.00000000000000000000000;;FALSE;FALSE;FALSE;13-01-20;charlotte.juhel;26-04-21;marco.putotto;MFI;;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
;4183940;IN;KFW Covid19 (C13);197207;Invested;Sekerbank;-;5158;10000000.0000000000000;10000000.0000000000000;10000000.0000000000000;10000000.0000000000000;10000000.0000000000000;10000000.0000000000000;10000000.0000000000000;10000000.0000000000000;USD;36;36;36;36;4.55;1.00;4.00;4.70;1.00;4.40;4.55;1.00;4.00;4.40;0.75;4.40;direct;26-09-19;26-12-19;26-09-19;26-12-19;13-12-19;13-03-20;02-10-20;05-10-20;03-10-23;Bullet;Floating;6;6mLibor;50.00;New;;;0;NO HEDGE - USD Libor;Expected disb date: Sep/Oct;1.00000000000000000000000;;FALSE;FALSE;FALSE;16-09-19;charlotte.juhel;26-04-21;marco.putotto;Bank;;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
;4183949;SY;KFW Covid19 (C13);199988;Invested;CLC;LOLC Group;5423;5000000.0000000000000;5000000.0000000000000;5000000.0000000000000;5000000.0000000000000;10000000.0000000000000;5000000.0000000000000;5000000.0000000000000;5000000.0000000000000;USD;36;36;36;36;5.85;1.00;6.00;5.85;1.00;5.40;5.85;1.00;6.00;4.92;1.00;5.40;Symbiotics MSME Bond;16-07-20;16-10-20;16-07-20;16-10-20;19-09-20;19-12-20;28-10-20;06-11-20;28-10-23;Bullet;Fixed;6;6mLibor;50.00;New;;;0;NO HEDGE - USD FIXED;"proposed spread: 500bps (incl 45bps retr. Fees)

new disb date: 1st week of Nov-20";1.00000000000000000000000;;TRUE;FALSE;FALSE;30-06-20;charlotte.juhel;02-11-20;Marina.Batzeri;MFI;;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
;4183950;IN;KFW Covid19 (C13);199997;Invested;MKF Mikra;-;5435;1183700.0000000000000;1183700.0000000000000;1183700.0000000000000;1158950.0000000000000;917806.0000000000000;500000.0000000000000;917806.0000000000000;1000000.0000000000000;EUR;36;36;36;36;4.70;1.00;4.50;4.70;1.00;4.50;4.70;1.00;4.50;5.00;1.00;4.50;direct;15-06-20;15-09-20;15-06-20;15-09-20;29-09-20;29-12-20;18-11-20;18-11-20;20-11-23;AMORTIZATION;Fixed;6;6mLibor;50.00;New;;;0;EUR-USD Cross Currency Swap;"Expected disb date: Oct-20

disbursment scheduled for Nov 18, 2020 as per IN.

Disbursed in one line (released snd tranche of Mikra 1383 )";0.84480865084058500000000;;FALSE;FALSE;FALSE;26-05-20;charlotte.juhel;18-11-20;charlotte.juhel;Other;Foundation;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
;4183952;BO;Targeted (KFW BOL, KEN, KGZ);200618;Invested;Salym Finance;-;5151;750000.0000000000000;750000.0000000000000;750000.0000000000000;750000.0000000000000;750000.0000000000000;750000.0000000000000;750000.0000000000000;750000.0000000000000;USD;24;24;24;24;7.85;1.00;8.50;8.00;1.00;8.50;7.85;1.00;8.50;7.87;1.00;8.50;direct;15-06-20;15-09-20;15-06-20;15-09-20;29-09-20;29-12-20;30-10-20;30-10-20;30-10-22;AMORTIZATION;Fixed;6;6mLibor;50.00;Renewal/ Add.Exp.;;;0;NO HEDGE - USD FIXED;;1.00000000000000000000000;;FALSE;FALSE;FALSE;03-06-20;charlotte.juhel;30-10-20;Marina.Batzeri;Other;NBFI;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
;4183953;rA;KFW Covid19 (C13);200862;Invested;Vaya Finserv ;-;5193;2920798.8000000000000;2920798.8000000000000;2920798.8000000000000;2896501.0133038300000;215000000.0000000000000;215000000.0000000000000;215000000.0000000000000;215000000.0000000000000;INR;21;21;21;21;7.85;0.00;13.85;7.85;0.00;13.10;7.85;1.00;13.85;8.09;0.00;13.10;direct;29-09-20;29-12-20;29-09-20;29-12-20;29-09-20;29-12-20;24-10-20;24-10-20;02-06-22;Bullet;Floating;6;6mLibor;50.00;Renewal;;;0;USD-INR Cross Currency Swap;Exp dis date: N/A;73.61000011366750000000000;;FALSE;FALSE;FALSE;17-09-20;charlotte.juhel;26-04-21;marco.putotto;MFI;;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
